"","year","state","district","party","votes","median_age","population","white_pop","black_pop","native_pop","asian_pop","hisp_pop","median_income_12mo"
"8945",2016,"NJ",7,"republican",185850,42.7,732070,589164,40136,2663,78575,94942,47357
"8946",2016,"NJ",8,"republican",33683.25,35,778294,469798,95031,5292,82089,405301,29325
"8947",2016,"NJ",9,"republican",65376,38.3,760005,492394,89569,5679,103210,285668,31342
"8948",2016,"NJ",10,"republican",47714,35.3,758062,235770,402737,5493,60449,159774,27333
"8949",2016,"NJ",11,"republican",194299,43.4,733706,615499,31048,1488,87091,82080,47159
"8950",2016,"NJ",12,"republican",92407,39.4,760061,461352,135855,6356,138979,137764,38484
"8951",2016,"NM",1,"republican",96879,38.3,702719,522231,24797,43888,23969,347997,26591
"8952",2016,"NM",2,"republican",143515,36.6,691695,603720,17841,42005,7717,NA,20693
"8953",2016,"NM",3,"republican",102730,38.2,686601,468388,13037,134243,14522,NA,25077
"8954",2016,"NV",1,"republican",54174,36,722331,406489,95393,12062,79596,336871,23043
"8955",2016,"NV",2,"republican",182676,39.5,713779,599470,17468,28060,41072,NA,29412
"8956",2016,"NV",3,"republican",142926,39,779908,567825,65905,11198,134967,129829,34648
"8957",2016,"NV",4,"republican",118328,37,724040,503895,128044,12165,50043,210671,28629
"8958",2016,"NY",1,"republican",158409,41.7,718175,632784,44500,3176,32812,105603,39023
"8959",2016,"NY",2,"republican",157571,40.3,714040,539642,74775,7866,29591,174043,35814
"8960",2016,"NY",3,"republican",133954,44.5,732591,561836,24821,4946,122118,79024,45211
"8961",2016,"NY",4,"republican",111246,40.3,723377,491512,120430,9879,57455,150844,40354
"8962",2016,"NY",5,"republican",49463,37.3,794154,153584,406429,8655,127235,157587,28941
"8963",2016,"NY",6,"republican",32865.75,40.4,753744,349049,38481,4387,312857,145205,29890
"8964",2016,"NY",7,"republican",41454.75,33.2,763468,381486,98348,6920,156815,300044,26675
"8965",2016,"NY",8,"republican",50808.75,36.2,771711,247832,426245,7192,53795,131155,27846
"8966",2016,"NY",9,"republican",49721.5,36.4,738674,274251,376262,4498,63231,88799,30004
"8967",2016,"NY",10,"republican",45029.25,37.1,708960,511250,30365,4257,145551,87634,48907
"8968",2016,"NY",11,"republican",122606,39,735452,530276,62785,2699,112758,126727,34988
"8969",2016,"NY",12,"republican",57538.25,35.7,715471,542399,42187,4842,112625,100453,62621
"8970",2016,"NY",13,"republican",51798.5,34.4,812752,272066,272000,19950,47162,441941,22116
"8971",2016,"NY",14,"republican",34591.75,37.6,691715,332903,88205,5950,122050,344481,27615
"8972",2016,"NY",15,"republican",41422,30.7,768801,134769,266094,11581,20306,514886,16998
"8973",2016,"NY",16,"republican",49702.75,40,736806,361339,265339,6800,52852,175713,33232
"8974",2016,"NY",17,"republican",48454.75,39.1,744406,524819,87019,4090,48335,166650,36905
"8975",2016,"NY",18,"republican",111117,39.6,722617,575238,83572,7868,30147,117574,34468
"8976",2016,"NY",19,"republican",135905,44.6,698185,635833,41235,7426,15850,56623,29606
"8977",2016,"NY",20,"republican",83328,38.9,723416,598892,83521,5604,42390,NA,31969
"8978",2016,"NY",21,"republican",152597,40.6,711798,667971,25845,12129,11338,24257,27101
"8979",2016,"NY",22,"republican",113287,41,703464,646835,40854,4991,23492,NA,26586
"8980",2016,"NY",23,"republican",136964,40.2,703717,651213,29908,8288,21298,NA,24786
"8981",2016,"NY",24,"republican",150330,39.6,707479,616002,71673,9429,24127,NA,28971
"8982",2016,"NY",25,"republican",113840,38.5,720963,563745,125297,6764,32807,NA,28460
"8983",2016,"NY",26,"republican",48830.5,38.4,709220,526626,139302,7512,35351,NA,26976
"8984",2016,"NY",27,"republican",175509,43.6,720133,682127,24304,9670,10433,NA,31861
"8985",2016,"OH",1,"republican",210014,36.8,739216,535295,174832,3514,31591,NA,30226
"8986",2016,"OH",2,"republican",221193,40.1,724451,647646,70813,7794,13191,NA,29979
"8987",2016,"OH",3,"republican",91560,32.2,787306,471619,288284,10012,36343,NA,25996
"8988",2016,"OH",4,"republican",210227,40.7,714115,659989,51605,5646,10085,NA,26322
"8989",2016,"OH",5,"republican",244599,39.9,720730,677083,26093,5027,13667,NA,29998
"8990",2016,"OH",6,"republican",213975,43.4,703190,677493,23762,4044,3998,NA,23734
"8991",2016,"OH",7,"republican",198221,41,728336,691293,38563,4028,6855,NA,26828
"8992",2016,"OH",8,"republican",223833,38.5,727853,664673,55151,6643,17577,NA,28674
"8993",2016,"OH",9,"republican",88427,38,706201,547263,143123,7517,15733,NA,24286
"8994",2016,"OH",10,"republican",215724,39.2,720354,573056,135939,6040,22097,NA,26658
"8995",2016,"OH",11,"republican",60729.25,38.5,692226,293390,384320,8410,22243,NA,22551
"8996",2016,"OH",12,"republican",251266,38.9,758614,681872,48199,6202,39733,NA,32305
"8997",2016,"OH",13,"republican",99377,40.6,709683,607231,98607,4848,17184,NA,23854
"8998",2016,"OH",14,"republican",219191,44.7,710875,659307,40998,3273,17661,NA,32219
"8999",2016,"OH",15,"republican",222847,38,743623,691026,39704,7403,20984,NA,30922
"9000",2016,"OH",16,"republican",225794,42.9,727600,691098,24629,3896,16208,NA,31551
"9001",2016,"OK",1,"republican",0.75,36.2,796981,622803,85982,95069,27995,87914,29040
"9002",2016,"OK",2,"republican",142379.25,39.5,749490,573901,35464,199993,6300,NA,21807
"9003",2016,"OK",3,"republican",170643.75,36.6,779596,661128,35401,80681,13234,NA,25367
"9004",2016,"OK",4,"republican",204143,35.8,781940,650887,69701,82529,25840,NA,27785
"9005",2016,"OK",5,"republican",160184,34.7,815554,611555,130239,65352,32503,133694,26930
"9006",2016,"OR",1,"republican",139756,37.7,830772,704286,23011,19511,82866,NA,33728
"9007",2016,"OR",2,"republican",272952,41.6,809980,756166,10843,31740,15125,NA,25169
"9008",2016,"OR",3,"republican",68671.75,37,835143,699572,57586,21228,74463,95463,31275
"9009",2016,"OR",4,"republican",157743,41.3,795499,745092,11292,30325,29145,NA,23209
"9010",2016,"OR",5,"republican",160443,39.5,822071,744655,13382,38411,34202,NA,29047
"9011",2016,"PA",1,"republican",61447.75,33.7,721901,354562,272011,6960,53591,129600,25125
"9012",2016,"PA",2,"republican",80628.5,34.1,711404,237663,413701,7039,49519,41506,25149
"9013",2016,"PA",3,"republican",183669.75,43.3,693850,648230,39022,3331,11018,NA,26058
"9014",2016,"PA",4,"republican",220628,40.8,726738,630927,68117,5262,22054,NA,30539
"9015",2016,"PA",5,"republican",206761,40.6,700472,665040,25358,5206,14554,NA,23719
"9016",2016,"PA",6,"republican",207469,40.8,737397,653319,38639,4602,43138,NA,36765
"9017",2016,"PA",7,"republican",225678,42.6,712330,628007,50437,3628,38771,26784,38226
"9018",2016,"PA",8,"republican",207263,43.6,709746,634898,33841,4082,41736,37380,35980
"9019",2016,"PA",9,"republican",186580,43.5,689669,659792,27802,3549,6230,NA,25114
"9020",2016,"PA",10,"republican",211282,43.8,689108,650194,30508,5800,9750,NA,25809
"9021",2016,"PA",11,"republican",199421,42.5,707150,639128,46913,2765,15656,NA,28382
"9022",2016,"PA",12,"republican",221851,45.2,697773,659776,27979,3654,18198,NA,30807
"9023",2016,"PA",13,"republican",59829,37.7,731754,472112,162106,10647,68764,89762,30133
"9024",2016,"PA",14,"republican",87999,38.4,696529,522260,164721,8091,24137,18639,26606
"9025",2016,"PA",15,"republican",190618,40.3,725473,626265,49349,4601,24101,120733,30628
"9026",2016,"PA",16,"republican",168669,37.6,725915,637878,69510,16744,17808,135980,27356
"9027",2016,"PA",17,"republican",135430,42.2,699918,629130,54413,4035,15278,NA,26159
"9028",2016,"PA",18,"republican",220263,44.4,707100,669516,25481,3263,19478,NA,31588
"9029",2016,"RI",1,"republican",71023,38.9,536871,423370,61892,7844,24199,88993,29908
"9030",2016,"RI",2,"republican",70301,41.3,519555,449764,24575,7668,19891,NA,30881
"9031",2016,"SC",1,"republican",190410,38.6,761869,592202,149009,7612,18812,49421,32462
"9032",2016,"SC",2,"republican",183746,38.9,703246,511553,178311,7194,15619,NA,30092
"9033",2016,"SC",3,"republican",196325,39.5,684619,541510,132542,5131,9922,NA,22789
"9034",2016,"SC",4,"republican",198648,38.3,716552,544683,143936,5363,20414,59921,26551
"9035",2016,"SC",5,"republican",161669,40.3,704256,491660,195221,8017,10519,NA,25668
"9036",2016,"SC",6,"republican",70099,35.4,680469,268811,396279,4777,12001,NA,20578
"9037",2016,"SC",7,"republican",176468,43,710108,486872,207559,7423,11537,NA,23189
"9038",2016,"SD",1,"republican",237163,36.8,865454,753376,20501,89660,15830,NA,29401
"9039",2016,"TN",1,"republican",148719.75,43.2,714504,685508,21438,7850,7579,NA,21447
"9040",2016,"TN",2,"republican",159341.25,40,740182,669843,53518,6999,14845,NA,25605
"9041",2016,"TN",3,"republican",176613,41.7,728254,633398,85691,6021,12762,NA,24081
"9042",2016,"TN",4,"republican",165796,37.2,767655,672705,82426,9244,15467,NA,25666
"9043",2016,"TN",5,"republican",102433,34.8,762535,531231,200220,5843,30240,71681,30471
"9044",2016,"TN",6,"republican",151675.5,41.1,761538,711301,39515,6958,11408,NA,25985
"9045",2016,"TN",7,"republican",150305.25,37.7,765730,662773,85209,7112,19441,NA,26618
"9046",2016,"TN",8,"republican",194386,40.7,706468,545199,146223,5836,17851,NA,26811
"9047",2016,"TN",9,"republican",42907.75,33.6,704328,192238,473102,6223,13956,NA,23657
"9048",2016,"TX",1,"republican",144325.5,36.8,717735,558960,135859,7105,8995,NA,22936
"9049",2016,"TX",2,"republican",168692,35,779662,532459,103138,5891,59055,243856,37353
"9050",2016,"TX",3,"republican",193684,36.7,842800,603137,93841,11952,140234,123276,45604
"9051",2016,"TX",4,"republican",162482.25,39.6,735554,616964,85122,11783,10615,NA,26678
"9052",2016,"TX",5,"republican",116601.75,35.6,764456,596318,120651,9929,20167,NA,26286
"9053",2016,"TX",6,"republican",159444,35.2,770255,530179,171493,12362,41768,NA,31746
"9054",2016,"TX",7,"republican",143542,34.9,770606,538516,105730,7274,90885,245919,40366
"9055",2016,"TX",8,"republican",177284.25,37.2,813519,691007,80755,11638,27555,175587,30611
"9056",2016,"TX",9,"republican",38008,32,793923,302568,299804,4350,105443,308040,24179
"9057",2016,"TX",10,"republican",179221,35.8,823296,624579,93870,9773,55634,213827,35810
"9058",2016,"TX",11,"republican",151403.25,34.9,759136,685434,35356,9366,10658,NA,26206
"9059",2016,"TX",12,"republican",196482,35.7,770350,629623,78148,10778,36010,169674,31526
"9060",2016,"TX",13,"republican",149287.5,36.1,707421,624103,46144,14769,18463,NA,25994
"9061",2016,"TX",14,"republican",160631,36.6,753147,556830,155807,8325,26246,186863,29791
"9062",2016,"TX",15,"republican",66877,30.7,776887,632226,13821,4016,11596,NA,20239
"9063",2016,"TX",16,"republican",37557,32.1,735784,618235,36679,8162,17602,NA,22125
"9064",2016,"TX",17,"republican",149417,32.3,761922,591079,107559,16211,43556,192427,26277
"9065",2016,"TX",18,"republican",37539.25,32.4,787352,393302,299199,6935,35238,328931,23959
"9066",2016,"TX",19,"republican",132235.5,33.1,734532,629994,51074,12411,15252,NA,24457
"9067",2016,"TX",20,"republican",37410,32.2,791141,669843,48750,10389,29736,550965,25265
"9068",2016,"TX",21,"republican",202967,37.8,804470,714184,37921,13253,35864,243211,33589
"9069",2016,"TX",22,"republican",181864,35.8,881407,551002,127238,9808,176740,NA,40287
"9070",2016,"TX",23,"republican",110577,33.5,772944,634961,34915,15261,15766,528218,22216
"9071",2016,"TX",24,"republican",154845,35.6,790319,519082,104294,15309,118372,196204,37145
"9072",2016,"TX",25,"republican",180988,37.1,762897,663672,66361,15116,27584,148005,32037
"9073",2016,"TX",26,"republican",211730,35.2,845376,689810,71946,12080,63395,155535,37644
"9074",2016,"TX",27,"republican",142251,36.4,736778,634758,44927,6093,14199,NA,26073
"9075",2016,"TX",28,"republican",57740,31.4,736150,659810,35107,5180,8990,NA,20494
"9076",2016,"TX",29,"republican",23912.25,31.2,765403,600061,84570,7437,19206,590013,22192
"9077",2016,"TX",30,"republican",42625.5,33,749289,377056,336457,5088,15485,NA,25789
"9078",2016,"TX",31,"republican",166060,34.6,830908,663531,113247,13602,55245,198875,32326
"9079",2016,"TX",32,"republican",122151,35.2,753715,539903,117776,10974,70276,199453,36030
"9080",2016,"TX",33,"republican",33222,29.7,764730,526632,128603,5609,21113,NA,21690
"9081",2016,"TX",34,"republican",62323,32.3,723156,673753,11098,1710,7423,NA,19404
"9082",2016,"TX",35,"republican",62384,31.2,822601,616350,92449,10372,20172,503232,24990
"9083",2016,"TX",36,"republican",145256.25,36.5,732975,620793,72717,10663,19460,NA,27600
"9084",2016,"UT",1,"republican",182925,30.5,757558,698947,12951,12532,19782,NA,28799
"9085",2016,"UT",2,"republican",170524,33.2,749217,637815,15831,11623,26384,111735,27031
"9086",2016,"UT",3,"republican",209589,27.7,751776,706348,7328,16153,25757,78668,26180
"9087",2016,"UT",4,"republican",147597,31,792666,670694,15557,11915,32941,132088,29896
"9088",2016,"VA",1,"republican",230213,39.3,776836,589025,144254,9275,37385,72669,36426
"9089",2016,"VA",2,"republican",190475,35.9,745816,530595,169579,11046,52060,57867,31613
"9090",2016,"VA",3,"republican",103289,34.4,739169,357981,359871,7954,30967,46678,27487
"9091",2016,"VA",4,"republican",145731,37.5,764301,418046,330655,9246,22215,NA,27592
"9092",2016,"VA",5,"republican",207758,42.7,735178,563514,155537,6430,18129,NA,26608
"9093",2016,"VA",6,"republican",225471,40.3,754859,645504,97095,6259,17002,NA,25753
"9094",2016,"VA",7,"republican",218057,39.9,775369,578050,148593,8114,46520,56416,35828
"9095",2016,"VA",8,"republican",98387,36.1,783079,523182,122460,8116,108185,145825,51747
"9096",2016,"VA",9,"republican",212838,43,707012,652736,43241,5316,12681,NA,21034
"9097",2016,"VA",10,"republican",210791,37.9,827279,624257,68231,9885,134165,116015,50024
"9098",2016,"VA",11,"republican",61954.5,36.9,802910,483809,122655,4785,170034,146978,46170
"9099",2016,"VT",1,"republican",66103.5,43.1,624594,600733,11314,7972,13419,NA,29787
"9100",2016,"WA",1,"republican",155779,38.5,738149,612462,17806,19764,94768,65824,40721
"9101",2016,"WA",2,"republican",117094,38.2,728550,590509,33678,18721,82512,NA,31765
"9102",2016,"WA",3,"republican",193457,39.8,722277,654770,18669,19634,34094,NA,30147
"9103",2016,"WA",4,"republican",172439.25,34,715254,551584,14127,30841,18475,NA,25267
"9104",2016,"WA",5,"republican",192959,37.4,708228,647085,19658,25907,26072,NA,26378
"9105",2016,"WA",6,"republican",126116,41.6,699178,603502,43280,30627,48743,NA,30545
"9106",2016,"WA",7,"republican",94688.5,36.6,766221,601339,44398,14504,122122,62536,44711
"9107",2016,"WA",8,"republican",193145,38,738218,618521,35120,17003,82544,NA,36328
"9108",2016,"WA",9,"republican",76317,37.3,739873,416588,102217,18397,188045,91523,35905
"9109",2016,"WA",10,"republican",120104,36.1,732052,587553,65241,25285,71453,81658,31969
"9110",2016,"WI",1,"republican",230072,40.8,715327,640705,48801,10545,15718,NA,31070
"9111",2016,"WI",2,"republican",124044,36.6,757511,669785,43830,7335,39419,48974,32155
"9112",2016,"WI",3,"republican",64350.25,38.4,721847,687400,13952,7680,19181,NA,26802
"9113",2016,"WI",4,"republican",55045.25,32.8,713297,382678,258977,11302,34086,119866,24272
"9114",2016,"WI",5,"republican",260706,41.4,722739,675368,21521,6015,23400,NA,35150
"9115",2016,"WI",6,"republican",204147,41.8,711318,672019,16831,5939,21388,NA,30292
"9116",2016,"WI",7,"republican",223418,44.6,708541,672176,9970,21112,13740,NA,27455
"9117",2016,"WI",8,"republican",227892,40.5,728129,669934,15058,23652,19569,NA,30535
"9118",2016,"WV",1,"republican",163469,41.4,617131,590454,21776,4239,7927,NA,23512
"9119",2016,"WV",2,"republican",140807,42.6,622850,580732,37326,5452,8666,NA,25843
"9120",2016,"WV",3,"republican",140741,42.9,591121,562921,27334,3813,3905,NA,21243
"9121",2016,"WY",1,"republican",156176,37.2,585501,552516,10544,20025,9999,NA,29223
"9122",2018,"AK",1,"republican",149779,34.9,737438,529846,36659,149430,63855,NA,33262
"9123",2018,"AL",1,"republican",153228,40.3,715346,491840,200093,13220,14250,NA,25963
"9124",2018,"AL",2,"republican",138879,38.8,678122,439219,226877,8714,10611,NA,24810
"9125",2018,"AL",3,"republican",147770,39.2,708409,501822,191310,3946,15705,NA,24200
"9126",2018,"AL",4,"republican",138191.25,40.5,686297,604672,56332,13704,5447,NA,23867
"9127",2018,"AL",5,"republican",159063,39.5,725634,556930,138967,11190,17369,NA,29419
"9128",2018,"AL",6,"republican",192542,40,713595,570924,115401,6937,18307,NA,34484
"9129",2018,"AL",7,"republican",46252.5,36.4,660468,228866,420641,5069,7541,NA,20682
"9130",2018,"AR",1,"republican",138757,39.5,724622,587407,129755,21843,4682,NA,22946
"9131",2018,"AR",2,"republican",132125,37.7,765124,558727,185311,8911,17280,NA,28405
"9132",2018,"AR",3,"republican",148717,35.5,819235,702876,32693,22282,30499,120730,27485
"9133",2018,"AR",4,"republican",136740,41,704844,538725,140008,10547,7764,NA,22460
"9134",2018,"AZ",1,"republican",122784,38.4,770392,529269,24839,195988,20023,NA,26292
"9135",2018,"AZ",2,"republican",133083,40.9,724747,614612,40421,24217,31655,211844,28584
"9136",2018,"AZ",3,"republican",64868,32.4,798359,594329,50426,60159,21413,506933,24847
"9137",2018,"AZ",4,"republican",188842,48.5,809426,748457,22178,23367,16774,NA,26517
"9138",2018,"AZ",5,"republican",186037,38.2,841344,727741,45807,16134,53285,146748,35939
"9139",2018,"AZ",6,"republican",173140,42.7,783621,685684,35361,19120,47241,140297,38056
"9140",2018,"AZ",7,"republican",28261,29.1,854749,638502,96101,37289,29889,548361,25450
"9141",2018,"AZ",8,"republican",168835,43.2,794820,681789,51239,14476,44489,NA,32524
"9142",2018,"AZ",9,"republican",101662,34.1,794188,618528,65690,34205,57482,213397,33213
"9143",2018,"CA",1,"republican",160046,42.8,711282,638348,20062,29504,29870,NA,27147
"9144",2018,"CA",2,"republican",60770.25,44.4,722370,611843,17816,29862,44902,130024,36606
"9145",2018,"CA",3,"republican",97376,34.9,748104,554412,60632,21082,107511,223566,31122
"9146",2018,"CA",4,"republican",184401,44.1,754525,671403,17033,18772,57962,107905,35812
"9147",2018,"CA",5,"republican",51465,40.7,730955,485573,59915,16233,98752,213555,36414
"9148",2018,"CA",6,"republican",50484.75,34,777985,434761,122990,16619,158055,224299,30417
