"","year","state","district","party","votes","median_age","population","white_pop","black_pop","native_pop","asian_pop","hisp_pop","median_income_12mo"
"21940",1984,"MO",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21941",1984,"MO",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21942",1984,"MO",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21943",1984,"MO",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21944",1984,"MO",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21945",1984,"MS",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21946",1984,"MS",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21947",1984,"MS",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21948",1984,"MS",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21949",1984,"MS",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21950",1984,"MT",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21951",1984,"MT",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21952",1984,"NC",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21953",1984,"NC",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21954",1984,"NC",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21955",1984,"NC",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21956",1984,"NC",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21957",1984,"NC",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21958",1984,"NC",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21959",1984,"NC",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21960",1984,"NC",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21961",1984,"NC",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21962",1984,"NC",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21963",1984,"ND",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21964",1984,"NE",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21965",1984,"NE",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21966",1984,"NE",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21967",1984,"NH",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21968",1984,"NH",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21969",1984,"NJ",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21970",1984,"NJ",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21971",1984,"NJ",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21972",1984,"NJ",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21973",1984,"NJ",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21974",1984,"NJ",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21975",1984,"NJ",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21976",1984,"NJ",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21977",1984,"NJ",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21978",1984,"NJ",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21979",1984,"NJ",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21980",1984,"NJ",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21981",1984,"NJ",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21982",1984,"NJ",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21983",1984,"NM",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21984",1984,"NM",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21985",1984,"NM",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21986",1984,"NV",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21987",1984,"NV",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21988",1984,"NY",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21989",1984,"NY",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21990",1984,"NY",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21991",1984,"NY",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21992",1984,"NY",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21993",1984,"NY",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21994",1984,"NY",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21995",1984,"NY",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21996",1984,"NY",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21997",1984,"NY",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21998",1984,"NY",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"21999",1984,"NY",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22000",1984,"NY",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22001",1984,"NY",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22002",1984,"NY",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22003",1984,"NY",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22004",1984,"NY",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22005",1984,"NY",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22006",1984,"NY",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22007",1984,"NY",20,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22008",1984,"NY",21,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22009",1984,"NY",22,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22010",1984,"NY",23,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22011",1984,"NY",24,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22012",1984,"NY",25,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22013",1984,"NY",26,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22014",1984,"NY",27,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22015",1984,"NY",28,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22016",1984,"NY",29,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22017",1984,"NY",30,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22018",1984,"NY",31,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22019",1984,"NY",32,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22020",1984,"NY",33,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22021",1984,"NY",34,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22022",1984,"OH",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22023",1984,"OH",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22024",1984,"OH",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22025",1984,"OH",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22026",1984,"OH",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22027",1984,"OH",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22028",1984,"OH",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22029",1984,"OH",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22030",1984,"OH",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22031",1984,"OH",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22032",1984,"OH",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22033",1984,"OH",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22034",1984,"OH",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22035",1984,"OH",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22036",1984,"OH",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22037",1984,"OH",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22038",1984,"OH",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22039",1984,"OH",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22040",1984,"OH",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22041",1984,"OH",20,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22042",1984,"OH",21,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22043",1984,"OK",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22044",1984,"OK",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22045",1984,"OK",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22046",1984,"OK",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22047",1984,"OK",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22048",1984,"OK",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22049",1984,"OR",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22050",1984,"OR",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22051",1984,"OR",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22052",1984,"OR",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22053",1984,"OR",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22054",1984,"PA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22055",1984,"PA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22056",1984,"PA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22057",1984,"PA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22058",1984,"PA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22059",1984,"PA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22060",1984,"PA",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22061",1984,"PA",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22062",1984,"PA",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22063",1984,"PA",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22064",1984,"PA",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22065",1984,"PA",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22066",1984,"PA",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22067",1984,"PA",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22068",1984,"PA",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22069",1984,"PA",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22070",1984,"PA",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22071",1984,"PA",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22072",1984,"PA",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22073",1984,"PA",20,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22074",1984,"PA",21,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22075",1984,"PA",22,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22076",1984,"PA",23,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22077",1984,"RI",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22078",1984,"RI",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22079",1984,"SC",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22080",1984,"SC",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22081",1984,"SC",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22082",1984,"SC",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22083",1984,"SC",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22084",1984,"SC",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22085",1984,"SD",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22086",1984,"TN",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22087",1984,"TN",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22088",1984,"TN",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22089",1984,"TN",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22090",1984,"TN",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22091",1984,"TN",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22092",1984,"TN",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22093",1984,"TN",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22094",1984,"TN",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22095",1984,"TX",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22096",1984,"TX",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22097",1984,"TX",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22098",1984,"TX",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22099",1984,"TX",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22100",1984,"TX",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22101",1984,"TX",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22102",1984,"TX",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22103",1984,"TX",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22104",1984,"TX",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22105",1984,"TX",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22106",1984,"TX",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22107",1984,"TX",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22108",1984,"TX",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22109",1984,"TX",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22110",1984,"TX",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22111",1984,"TX",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22112",1984,"TX",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22113",1984,"TX",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22114",1984,"TX",20,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22115",1984,"TX",21,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22116",1984,"TX",22,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22117",1984,"TX",23,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22118",1984,"TX",24,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22119",1984,"TX",25,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22120",1984,"TX",26,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22121",1984,"TX",27,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22122",1984,"UT",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22123",1984,"UT",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22124",1984,"UT",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22125",1984,"VA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22126",1984,"VA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22127",1984,"VA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22128",1984,"VA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22129",1984,"VA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22130",1984,"VA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22131",1984,"VA",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22132",1984,"VA",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22133",1984,"VA",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22134",1984,"VA",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22135",1984,"VT",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22136",1984,"WA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22137",1984,"WA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22138",1984,"WA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22139",1984,"WA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22140",1984,"WA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22141",1984,"WA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22142",1984,"WA",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22143",1984,"WA",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22144",1984,"WI",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22145",1984,"WI",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22146",1984,"WI",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22147",1984,"WI",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22148",1984,"WI",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22149",1984,"WI",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22150",1984,"WI",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22151",1984,"WI",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22152",1984,"WI",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22153",1984,"WV",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22154",1984,"WV",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22155",1984,"WV",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22156",1984,"WV",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22157",1984,"WY",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22158",1986,"AK",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22159",1986,"AL",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22160",1986,"AL",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22161",1986,"AL",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22162",1986,"AL",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22163",1986,"AL",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22164",1986,"AL",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22165",1986,"AL",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22166",1986,"AR",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22167",1986,"AR",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22168",1986,"AR",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22169",1986,"AR",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22170",1986,"AZ",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22171",1986,"AZ",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22172",1986,"AZ",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22173",1986,"AZ",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22174",1986,"AZ",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22175",1986,"CA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22176",1986,"CA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22177",1986,"CA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22178",1986,"CA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22179",1986,"CA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22180",1986,"CA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22181",1986,"CA",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22182",1986,"CA",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22183",1986,"CA",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22184",1986,"CA",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22185",1986,"CA",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22186",1986,"CA",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22187",1986,"CA",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22188",1986,"CA",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22189",1986,"CA",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22190",1986,"CA",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22191",1986,"CA",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22192",1986,"CA",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22193",1986,"CA",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22194",1986,"CA",20,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22195",1986,"CA",21,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22196",1986,"CA",22,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22197",1986,"CA",23,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22198",1986,"CA",24,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22199",1986,"CA",25,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22200",1986,"CA",26,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22201",1986,"CA",27,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22202",1986,"CA",28,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22203",1986,"CA",29,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22204",1986,"CA",30,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22205",1986,"CA",31,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22206",1986,"CA",32,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22207",1986,"CA",33,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22208",1986,"CA",34,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22209",1986,"CA",35,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22210",1986,"CA",36,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22211",1986,"CA",37,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22212",1986,"CA",38,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22213",1986,"CA",39,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22214",1986,"CA",40,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22215",1986,"CA",41,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22216",1986,"CA",42,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22217",1986,"CA",43,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22218",1986,"CA",44,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22219",1986,"CA",45,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22220",1986,"CO",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22221",1986,"CO",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22222",1986,"CO",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22223",1986,"CO",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22224",1986,"CO",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22225",1986,"CO",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22226",1986,"CT",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22227",1986,"CT",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22228",1986,"CT",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22229",1986,"CT",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22230",1986,"CT",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22231",1986,"CT",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22232",1986,"DE",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22233",1986,"FL",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22234",1986,"FL",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22235",1986,"FL",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22236",1986,"FL",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22237",1986,"FL",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22238",1986,"FL",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22239",1986,"FL",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22240",1986,"FL",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22241",1986,"FL",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22242",1986,"FL",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22243",1986,"FL",11,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22244",1986,"FL",12,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22245",1986,"FL",13,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22246",1986,"FL",14,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22247",1986,"FL",15,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22248",1986,"FL",16,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22249",1986,"FL",17,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22250",1986,"FL",18,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22251",1986,"FL",19,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22252",1986,"GA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22253",1986,"GA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22254",1986,"GA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22255",1986,"GA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22256",1986,"GA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22257",1986,"GA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22258",1986,"GA",7,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22259",1986,"GA",8,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22260",1986,"GA",9,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22261",1986,"GA",10,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22262",1986,"HI",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22263",1986,"HI",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22264",1986,"IA",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22265",1986,"IA",2,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22266",1986,"IA",3,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22267",1986,"IA",4,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22268",1986,"IA",5,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22269",1986,"IA",6,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
"22270",1986,"ID",1,"other",0,NA,NA,NA,NA,NA,NA,NA,NA
